,State,Districts,Type,Operation,Count
5218,MP,Chhatarpur,delta21_14,confirmed,1
5219,MP,Chhatarpur,delta7,vaccinated1,3103
5220,MP,Chhatarpur,delta7,vaccinated2,27937
5221,MP,Chhatarpur,meta,population,1762857
5222,MP,Chhatarpur,meta,tested,12/9/2020
5223,MP,Chhatarpur,total,confirmed,7609
5224,MP,Chhatarpur,total,deceased,91
5225,MP,Chhatarpur,total,recovered,7506
5226,MP,Chhatarpur,total,tested,50518
5227,MP,Chhatarpur,total,vaccinated1,1093616
5228,MP,Chhatarpur,total,vaccinated2,336309
5229,MP,Chhindwara,delta,vaccinated1,18
5230,MP,Chhindwara,delta,vaccinated2,261
5231,MP,Chhindwara,delta7,confirmed,2
5232,MP,Chhindwara,delta7,vaccinated1,4654
5233,MP,Chhindwara,delta7,vaccinated2,93453
5234,MP,Chhindwara,meta,population,2090306
5235,MP,Chhindwara,meta,tested,1/31/2021
5236,MP,Chhindwara,total,confirmed,6734
5237,MP,Chhindwara,total,deceased,120
5238,MP,Chhindwara,total,recovered,6612
5239,MP,Chhindwara,total,tested,79090
5240,MP,Chhindwara,total,vaccinated1,1624355
5241,MP,Chhindwara,total,vaccinated2,591843
5242,MP,Damoh,delta,vaccinated1,39
5243,MP,Damoh,delta,vaccinated2,982
5244,MP,Damoh,delta7,vaccinated1,4298
5245,MP,Damoh,delta7,vaccinated2,52314
5246,MP,Damoh,meta,population,1263703
5247,MP,Damoh,meta,tested,9/19/2020
5248,MP,Damoh,total,confirmed,8120
5249,MP,Damoh,total,deceased,186
5250,MP,Damoh,total,recovered,7841
5251,MP,Damoh,total,tested,16564
5252,MP,Damoh,total,vaccinated1,844557
5253,MP,Damoh,total,vaccinated2,326505
5254,MP,Datia,delta,vaccinated1,521
5255,MP,Datia,delta,vaccinated2,10316
5256,MP,Datia,delta7,vaccinated1,1963
5257,MP,Datia,delta7,vaccinated2,45226
5258,MP,Datia,meta,population,786375
5259,MP,Datia,meta,tested,12/4/2020
5260,MP,Datia,total,confirmed,6959
5261,MP,Datia,total,deceased,78
5262,MP,Datia,total,recovered,6874
5263,MP,Datia,total,tested,40322
5264,MP,Datia,total,vaccinated1,560238
5265,MP,Datia,total,vaccinated2,296233
5266,MP,Dewas,delta,vaccinated1,11
5267,MP,Dewas,delta,vaccinated2,386
5268,MP,Dewas,delta7,vaccinated1,1804
5269,MP,Dewas,delta7,vaccinated2,22992
5270,MP,Dewas,meta,population,1563107
5271,MP,Dewas,meta,tested,1/31/2021
5272,MP,Dewas,total,confirmed,7723
5273,MP,Dewas,total,deceased,51
5274,MP,Dewas,total,recovered,7672
5275,MP,Dewas,total,tested,96155
5276,MP,Dewas,total,vaccinated1,1005266
5277,MP,Dewas,total,vaccinated2,477219
5278,MP,Dhar,delta,confirmed,1
5279,MP,Dhar,delta,vaccinated1,39
5280,MP,Dhar,delta,vaccinated2,306
5281,MP,Dhar,delta21_14,confirmed,6
5282,MP,Dhar,delta7,confirmed,7
5283,MP,Dhar,delta7,vaccinated1,5034
5284,MP,Dhar,delta7,vaccinated2,83699
5285,MP,Dhar,meta,population,2184672
5286,MP,Dhar,meta,tested,12/2/2020
5287,MP,Dhar,total,confirmed,12572
5288,MP,Dhar,total,deceased,130
5289,MP,Dhar,total,recovered,12388
5290,MP,Dhar,total,tested,62597
5291,MP,Dhar,total,vaccinated1,1371226
5292,MP,Dhar,total,vaccinated2,536214
5293,MP,Dindori,delta,vaccinated1,4
5294,MP,Dindori,delta,vaccinated2,96
5295,MP,Dindori,delta7,vaccinated1,1342
5296,MP,Dindori,delta7,vaccinated2,21481
5297,MP,Dindori,meta,population,704218
5298,MP,Dindori,meta,tested,7/8/2020
5299,MP,Dindori,total,confirmed,4623
5300,MP,Dindori,total,deceased,29
5301,MP,Dindori,total,recovered,4588
5302,MP,Dindori,total,tested,3557
5303,MP,Dindori,total,vaccinated1,481366
5304,MP,Dindori,total,vaccinated2,186341
5305,MP,Guna,delta,vaccinated1,630
5306,MP,Guna,delta,vaccinated2,5023
5307,MP,Guna,delta7,vaccinated1,3347
5308,MP,Guna,delta7,vaccinated2,32837
5309,MP,Guna,meta,population,1240938
5310,MP,Guna,meta,tested,12/4/2020
5311,MP,Guna,total,confirmed,5132
5312,MP,Guna,total,deceased,44
5313,MP,Guna,total,recovered,5085
5314,MP,Guna,total,tested,40229
5315,MP,Guna,total,vaccinated1,821399
5316,MP,Guna,total,vaccinated2,284155
5317,MP,Gwalior,delta,vaccinated1,531
5318,MP,Gwalior,delta,vaccinated2,1715
5319,MP,Gwalior,delta7,confirmed,2
5320,MP,Gwalior,delta7,vaccinated1,8800
5321,MP,Gwalior,delta7,vaccinated2,41193
5322,MP,Gwalior,meta,population,2030543
5323,MP,Gwalior,meta,tested,12/4/2020
5324,MP,Gwalior,total,confirmed,53106
5325,MP,Gwalior,total,deceased,633
5326,MP,Gwalior,total,recovered,52427
5327,MP,Gwalior,total,tested,206696
5328,MP,Gwalior,total,vaccinated1,1452149
5329,MP,Gwalior,total,vaccinated2,730150
5330,MP,Harda,delta,vaccinated1,14
5331,MP,Harda,delta,vaccinated2,210
5332,MP,Harda,delta7,vaccinated1,1075
5333,MP,Harda,delta7,vaccinated2,24810
5334,MP,Harda,meta,population,570302
5335,MP,Harda,meta,tested,12/2/2020
5336,MP,Harda,total,confirmed,5055
5337,MP,Harda,total,deceased,96
5338,MP,Harda,total,recovered,4954
5339,MP,Harda,total,tested,36708
5340,MP,Harda,total,vaccinated1,394641
5341,MP,Harda,total,vaccinated2,159293
5342,MP,Hoshangabad,delta,vaccinated1,10
5343,MP,Hoshangabad,delta,vaccinated2,206
5344,MP,Hoshangabad,delta7,vaccinated1,1498
5345,MP,Hoshangabad,delta7,vaccinated2,39507
5346,MP,Hoshangabad,meta,population,1240975
5347,MP,Hoshangabad,meta,tested,12/4/2020
5348,MP,Hoshangabad,total,confirmed,10688
5349,MP,Hoshangabad,total,deceased,99
5350,MP,Hoshangabad,total,recovered,10570
5351,MP,Hoshangabad,total,tested,46294
5352,MP,Hoshangabad,total,vaccinated1,865566
5353,MP,Hoshangabad,total,vaccinated2,369945
5354,MP,Indore,delta,confirmed,8
5355,MP,Indore,delta,vaccinated1,76
5356,MP,Indore,delta,vaccinated2,894
5357,MP,Indore,delta21_14,confirmed,8
5358,MP,Indore,delta7,confirmed,39
5359,MP,Indore,delta7,vaccinated1,4233
5360,MP,Indore,delta7,vaccinated2,45203
5361,MP,Indore,meta,population,3272335
5362,MP,Indore,meta,tested,1/31/2021
5363,MP,Indore,total,confirmed,153230
5364,MP,Indore,total,deceased,1391
5365,MP,Indore,total,recovered,151410
5366,MP,Indore,total,tested,780266
5367,MP,Indore,total,vaccinated1,2951024
5368,MP,Indore,total,vaccinated2,1728945
5369,MP,Jabalpur,delta,vaccinated1,726
5370,MP,Jabalpur,delta,vaccinated2,19681
5371,MP,Jabalpur,delta21_14,confirmed,2
5372,MP,Jabalpur,delta7,confirmed,3
5373,MP,Jabalpur,delta7,vaccinated1,5968
5374,MP,Jabalpur,delta7,vaccinated2,156306
5375,MP,Jabalpur,meta,population,2460714
5376,MP,Jabalpur,meta,tested,2/1/2021
5377,MP,Jabalpur,total,confirmed,50779
5378,MP,Jabalpur,total,deceased,670
5379,MP,Jabalpur,total,recovered,49896
5380,MP,Jabalpur,total,tested,293923
5381,MP,Jabalpur,total,vaccinated1,1957070
5382,MP,Jabalpur,total,vaccinated2,1099359
5383,MP,Jhabua,delta,vaccinated1,50
5384,MP,Jhabua,delta,vaccinated2,222
5385,MP,Jhabua,delta21_14,confirmed,1
5386,MP,Jhabua,delta7,confirmed,1
5387,MP,Jhabua,delta7,vaccinated1,3578
5388,MP,Jhabua,delta7,vaccinated2,21040
5389,MP,Jhabua,meta,population,1024091
5390,MP,Jhabua,meta,tested,12/4/2020
5391,MP,Jhabua,total,confirmed,7691
5392,MP,Jhabua,total,deceased,64
5393,MP,Jhabua,total,recovered,7619
5394,MP,Jhabua,total,tested,52146
5395,MP,Jhabua,total,vaccinated1,607542
5396,MP,Jhabua,total,vaccinated2,185320
5397,MP,Katni,delta,vaccinated1,57
5398,MP,Katni,delta,vaccinated2,879
5399,MP,Katni,delta7,vaccinated1,2926
5400,MP,Katni,delta7,vaccinated2,42360
5401,MP,Katni,meta,population,1291684
5402,MP,Katni,meta,tested,12/18/2020
5403,MP,Katni,total,confirmed,9366
5404,MP,Katni,total,deceased,120
5405,MP,Katni,total,recovered,9242
5406,MP,Katni,total,tested,56828
5407,MP,Katni,total,vaccinated1,865274
5408,MP,Katni,total,vaccinated2,306259
5409,MP,Khandwa,delta7,vaccinated1,880
5410,MP,Khandwa,delta7,vaccinated2,13668
5411,MP,Khandwa,meta,population,1309443
5412,MP,Khandwa,meta,tested,8/24/2020
5413,MP,Khandwa,total,confirmed,4044
5414,MP,Khandwa,total,deceased,94
5415,MP,Khandwa,total,recovered,3946
5416,MP,Khandwa,total,tested,17090
5417,MP,Khandwa,total,vaccinated1,862885
5418,MP,Khandwa,total,vaccinated2,310248
5419,MP,Khargone,delta,vaccinated1,922
5420,MP,Khargone,delta,vaccinated2,5304
5421,MP,Khargone,delta7,vaccinated1,3049
5422,MP,Khargone,delta7,vaccinated2,32932
5423,MP,Khargone,meta,population,1872413
5424,MP,Khargone,meta,tested,9/19/2020
5425,MP,Khargone,total,confirmed,13970
5426,MP,Khargone,total,deceased,239
5427,MP,Khargone,total,recovered,13716
5428,MP,Khargone,total,tested,38413
5429,MP,Khargone,total,vaccinated1,1147444
5430,MP,Khargone,total,vaccinated2,411114
5431,MP,Mandla,delta,vaccinated1,6
5432,MP,Mandla,delta,vaccinated2,72
5433,MP,Mandla,delta7,vaccinated1,2286
5434,MP,Mandla,delta7,vaccinated2,53670
5435,MP,Mandla,meta,population,1053522
5436,MP,Mandla,total,confirmed,5188
5437,MP,Mandla,total,deceased,25
5438,MP,Mandla,total,recovered,5159
5439,MP,Mandla,total,vaccinated1,684882
5440,MP,Mandla,total,vaccinated2,246724
5441,MP,Mandsaur,delta,vaccinated1,4
5442,MP,Mandsaur,delta,vaccinated2,130
5443,MP,Mandsaur,delta7,vaccinated1,2058
5444,MP,Mandsaur,delta7,vaccinated2,37337
5445,MP,Mandsaur,meta,population,1339832
5446,MP,Mandsaur,meta,tested,12/4/2020
5447,MP,Mandsaur,total,confirmed,8637
5448,MP,Mandsaur,total,deceased,84
5449,MP,Mandsaur,total,recovered,8552
5450,MP,Mandsaur,total,tested,52733
5451,MP,Mandsaur,total,vaccinated1,948065
5452,MP,Mandsaur,total,vaccinated2,330902
5453,MP,Morena,delta,vaccinated1,50
5454,MP,Morena,delta,vaccinated2,1667
5455,MP,Morena,delta7,vaccinated1,2814
5456,MP,Morena,delta7,vaccinated2,112629
5457,MP,Morena,meta,population,1965137
5458,MP,Morena,meta,tested,2/1/2021
5459,MP,Morena,total,confirmed,8236
5460,MP,Morena,total,deceased,95
5461,MP,Morena,total,recovered,8135
5462,MP,Morena,total,tested,90967
5463,MP,Morena,total,vaccinated1,1295658
5464,MP,Morena,total,vaccinated2,582833
5465,MP,Narsinghpur,delta,vaccinated1,10
5466,MP,Narsinghpur,delta,vaccinated2,224
5467,MP,Narsinghpur,delta21_14,confirmed,1
5468,MP,Narsinghpur,delta7,confirmed,5
5469,MP,Narsinghpur,delta7,vaccinated1,1266
5470,MP,Narsinghpur,delta7,vaccinated2,34365
5471,MP,Narsinghpur,meta,population,1092141
5472,MP,Narsinghpur,meta,tested,1/30/2021
5473,MP,Narsinghpur,total,confirmed,11209
5474,MP,Narsinghpur,total,deceased,81
5475,MP,Narsinghpur,total,recovered,11115
5476,MP,Narsinghpur,total,tested,90600
5477,MP,Narsinghpur,total,vaccinated1,803225
5478,MP,Narsinghpur,total,vaccinated2,318284
5479,MP,Neemuch,delta,vaccinated1,16
5480,MP,Neemuch,delta,vaccinated2,359
5481,MP,Neemuch,delta7,vaccinated1,970
5482,MP,Neemuch,delta7,vaccinated2,17955
5483,MP,Neemuch,meta,population,825958
5484,MP,Neemuch,meta,tested,12/4/2020
5485,MP,Neemuch,total,confirmed,7926
5486,MP,Neemuch,total,deceased,84
5487,MP,Neemuch,total,recovered,7828
5488,MP,Neemuch,total,tested,57292
5489,MP,Neemuch,total,vaccinated1,579489
5490,MP,Neemuch,total,vaccinated2,229183
5491,MP,Niwari,meta,tested,11/29/2020
5492,MP,Niwari,total,confirmed,3715
5493,MP,Niwari,total,deceased,48
5494,MP,Niwari,total,recovered,3654
5495,MP,Niwari,total,tested,22574
5496,MP,Panna,delta,vaccinated1,144
5497,MP,Panna,delta,vaccinated2,985
5498,MP,Panna,delta7,vaccinated1,2633
5499,MP,Panna,delta7,vaccinated2,18657
5500,MP,Panna,meta,population,1016028
5501,MP,Panna,total,confirmed,7331
5502,MP,Panna,total,deceased,63
5503,MP,Panna,total,recovered,7250
5504,MP,Panna,total,vaccinated1,600823
5505,MP,Panna,total,vaccinated2,168120
5506,MP,Raigarh,total,confirmed,1
5507,MP,Raisen,delta,vaccinated1,39
5508,MP,Raisen,delta,vaccinated2,222
5509,MP,Raisen,delta7,vaccinated1,1644
5510,MP,Raisen,delta7,vaccinated2,22044
5511,MP,Raisen,meta,population,1331699
5512,MP,Raisen,meta,tested,11/29/2020
5513,MP,Raisen,total,confirmed,9238
5514,MP,Raisen,total,deceased,194
5515,MP,Raisen,total,recovered,9030
5516,MP,Raisen,total,tested,44343
5517,MP,Raisen,total,vaccinated1,885585
5518,MP,Raisen,total,vaccinated2,333022
5519,MP,Rajgarh,delta,confirmed,1
5520,MP,Rajgarh,delta,vaccinated1,10
5521,MP,Rajgarh,delta,vaccinated2,144
5522,MP,Rajgarh,delta21_14,confirmed,7
5523,MP,Rajgarh,delta7,confirmed,1
5524,MP,Rajgarh,delta7,vaccinated1,2483
5525,MP,Rajgarh,delta7,vaccinated2,41531
5526,MP,Rajgarh,meta,population,1546541
5527,MP,Rajgarh,meta,tested,12/4/2020
5528,MP,Rajgarh,total,confirmed,8729
5529,MP,Rajgarh,total,deceased,172
5530,MP,Rajgarh,total,recovered,8490
5531,MP,Rajgarh,total,tested,46604
5532,MP,Rajgarh,total,vaccinated1,1025584
5533,MP,Rajgarh,total,vaccinated2,450099
5534,MP,Ratlam,delta,vaccinated1,14
5535,MP,Ratlam,delta,vaccinated2,251
5536,MP,Ratlam,delta7,vaccinated1,1894
5537,MP,Ratlam,delta7,vaccinated2,51080
5538,MP,Ratlam,meta,population,1454483
5539,MP,Ratlam,meta,tested,11/29/2020
5540,MP,Ratlam,total,confirmed,17860
5541,MP,Ratlam,total,deceased,385
5542,MP,Ratlam,total,recovered,17438
5543,MP,Ratlam,total,tested,51736
5544,MP,Ratlam,total,vaccinated1,1026416
5545,MP,Ratlam,total,vaccinated2,457972
5546,MP,Rewa,delta,vaccinated1,85
5547,MP,Rewa,delta,vaccinated2,1574
5548,MP,Rewa,delta7,vaccinated1,6664
5549,MP,Rewa,delta7,vaccinated2,104963
5550,MP,Rewa,meta,population,2363744
5551,MP,Rewa,meta,tested,8/18/2020
5552,MP,Rewa,total,confirmed,16433
5553,MP,Rewa,total,deceased,155
5554,MP,Rewa,total,recovered,16270
5555,MP,Rewa,total,tested,22690
5556,MP,Rewa,total,vaccinated1,1639826
5557,MP,Rewa,total,vaccinated2,674779
5558,MP,Sagar,delta,confirmed,2
5559,MP,Sagar,delta,vaccinated1,23
5560,MP,Sagar,delta,vaccinated2,343
5561,MP,Sagar,delta21_14,confirmed,6
5562,MP,Sagar,delta7,confirmed,2
5563,MP,Sagar,delta7,vaccinated1,6321
5564,MP,Sagar,delta7,vaccinated2,60800
5565,MP,Sagar,meta,population,2378295
5566,MP,Sagar,meta,tested,9/19/2020
5567,MP,Sagar,total,confirmed,16622
5568,MP,Sagar,total,deceased,390
5569,MP,Sagar,total,recovered,16154
5570,MP,Sagar,total,tested,64801
5571,MP,Sagar,total,vaccinated1,1563245
5572,MP,Sagar,total,vaccinated2,760746
5573,MP,Satna,delta,vaccinated1,37
5574,MP,Satna,delta,vaccinated2,303
5575,MP,Satna,delta7,vaccinated1,3426
5576,MP,Satna,delta7,vaccinated2,40519
5577,MP,Satna,meta,population,2228619
5578,MP,Satna,meta,tested,9/19/2020
5579,MP,Satna,total,confirmed,11965
5580,MP,Satna,total,deceased,133
5581,MP,Satna,total,recovered,11829
5582,MP,Satna,total,tested,28159
5583,MP,Satna,total,vaccinated1,1532585
5584,MP,Satna,total,vaccinated2,481540
5585,MP,Sehore,delta,vaccinated1,5
5586,MP,Sehore,delta,vaccinated2,256
5587,MP,Sehore,delta7,vaccinated1,2325
5588,MP,Sehore,delta7,vaccinated2,32101
5589,MP,Sehore,meta,population,1311008
5590,MP,Sehore,meta,tested,11/29/2020
5591,MP,Sehore,total,confirmed,10136
5592,MP,Sehore,total,deceased,73
5593,MP,Sehore,total,recovered,10057
5594,MP,Sehore,total,tested,45061
5595,MP,Sehore,total,vaccinated1,909045
5596,MP,Sehore,total,vaccinated2,396375
5597,MP,Seoni,delta,vaccinated1,15
5598,MP,Seoni,delta,vaccinated2,402
5599,MP,Seoni,delta7,vaccinated1,2162
5600,MP,Seoni,delta7,vaccinated2,38081
5601,MP,Seoni,meta,population,1378876
5602,MP,Seoni,meta,tested,9/19/2020
5603,MP,Seoni,total,confirmed,6775
5604,MP,Seoni,total,deceased,28
5605,MP,Seoni,total,recovered,6739
5606,MP,Seoni,total,tested,15024
5607,MP,Seoni,total,vaccinated1,945564
5608,MP,Seoni,total,vaccinated2,341871
5609,MP,Shahdol,delta,vaccinated1,20
5610,MP,Shahdol,delta,vaccinated2,426
5611,MP,Shahdol,delta7,vaccinated1,857
5612,MP,Shahdol,delta7,vaccinated2,22928
5613,MP,Shahdol,meta,population,1064989
5614,MP,Shahdol,meta,tested,9/19/2020
5615,MP,Shahdol,total,confirmed,10085
5616,MP,Shahdol,total,deceased,118
5617,MP,Shahdol,total,recovered,9958
5618,MP,Shahdol,total,tested,18177
5619,MP,Shahdol,total,vaccinated1,723227
5620,MP,Shahdol,total,vaccinated2,337272
5621,MP,Shajapur,delta,vaccinated1,43
5622,MP,Shajapur,delta,vaccinated2,851
5623,MP,Shajapur,delta7,vaccinated1,1971
5624,MP,Shajapur,delta7,vaccinated2,51596
5625,MP,Shajapur,meta,population,1512353
5626,MP,Shajapur,meta,tested,2/1/2021
5627,MP,Shajapur,total,confirmed,6349
5628,MP,Shajapur,total,deceased,74
5629,MP,Shajapur,total,recovered,6273
5630,MP,Shajapur,total,tested,56805
5631,MP,Shajapur,total,vaccinated1,620316
5632,MP,Shajapur,total,vaccinated2,278912
5633,MP,Sheopur,delta,vaccinated1,236
5634,MP,Sheopur,delta,vaccinated2,1788
5635,MP,Sheopur,delta7,vaccinated1,1338
5636,MP,Sheopur,delta7,vaccinated2,16952
5637,MP,Sheopur,meta,population,687952
5638,MP,Sheopur,meta,tested,11/29/2020
5639,MP,Sheopur,total,confirmed,4000
5640,MP,Sheopur,total,deceased,78
5641,MP,Sheopur,total,recovered,3919
5642,MP,Sheopur,total,tested,31449
5643,MP,Sheopur,total,vaccinated1,413195
5644,MP,Sheopur,total,vaccinated2,140296
5645,MP,Shivpuri,delta,vaccinated1,883
5646,MP,Shivpuri,delta,vaccinated2,13988
5647,MP,Shivpuri,delta7,vaccinated1,3082
5648,MP,Shivpuri,delta7,vaccinated2,38901
5649,MP,Shivpuri,meta,population,1725818
5650,MP,Shivpuri,meta,tested,11/19/2020
5651,MP,Shivpuri,total,confirmed,12398
5652,MP,Shivpuri,total,deceased,125
5653,MP,Shivpuri,total,recovered,12261
5654,MP,Shivpuri,total,tested,47270
5655,MP,Shivpuri,total,vaccinated1,1109976
5656,MP,Shivpuri,total,vaccinated2,391707
5657,MP,Sidhi,delta,vaccinated1,58
5658,MP,Sidhi,delta,vaccinated2,512
5659,MP,Sidhi,delta7,vaccinated1,1867
5660,MP,Sidhi,delta7,vaccinated2,19145
5661,MP,Sidhi,meta,population,1126515
5662,MP,Sidhi,meta,tested,7/26/2020
5663,MP,Sidhi,total,confirmed,9219
5664,MP,Sidhi,total,deceased,87
5665,MP,Sidhi,total,recovered,9132
5666,MP,Sidhi,total,tested,4660
5667,MP,Sidhi,total,vaccinated1,679862
5668,MP,Sidhi,total,vaccinated2,226632
5669,MP,Singrauli,delta,vaccinated1,43
5670,MP,Singrauli,delta,vaccinated2,305
5671,MP,Singrauli,delta7,confirmed,1
5672,MP,Singrauli,delta7,vaccinated1,3052
5673,MP,Singrauli,delta7,vaccinated2,21200
5674,MP,Singrauli,meta,population,1178132
5675,MP,Singrauli,total,confirmed,8801
5676,MP,Singrauli,total,deceased,82
5677,MP,Singrauli,total,recovered,8706
5678,MP,Singrauli,total,vaccinated1,740335
5679,MP,Singrauli,total,vaccinated2,224966
5680,MP,Tikamgarh,delta,vaccinated1,60
5681,MP,Tikamgarh,delta,vaccinated2,297
5682,MP,Tikamgarh,delta7,vaccinated1,3331
5683,MP,Tikamgarh,delta7,vaccinated2,24497
5684,MP,Tikamgarh,meta,population,1444920
5685,MP,Tikamgarh,meta,tested,11/29/2020
5686,MP,Tikamgarh,total,confirmed,6863
5687,MP,Tikamgarh,total,deceased,114
5688,MP,Tikamgarh,total,recovered,6742
5689,MP,Tikamgarh,total,tested,43011
5690,MP,Tikamgarh,total,vaccinated1,919592
5691,MP,Tikamgarh,total,vaccinated2,293885
5692,MP,Ujjain,delta,vaccinated1,27
5693,MP,Ujjain,delta,vaccinated2,1323
5694,MP,Ujjain,delta21_14,confirmed,1
5695,MP,Ujjain,delta7,confirmed,1
5696,MP,Ujjain,delta7,vaccinated1,4210
5697,MP,Ujjain,delta7,vaccinated2,65566
5698,MP,Ujjain,meta,population,1986864
5699,MP,Ujjain,meta,tested,9/19/2020
5700,MP,Ujjain,total,confirmed,18903
5701,MP,Ujjain,total,deceased,172
5702,MP,Ujjain,total,recovered,18720
5703,MP,Ujjain,total,tested,31631
5704,MP,Ujjain,total,vaccinated1,1452247
5705,MP,Ujjain,total,vaccinated2,836514
5706,MP,Umaria,delta,vaccinated1,9
5707,MP,Umaria,delta,vaccinated2,93
5708,MP,Umaria,delta7,vaccinated1,955
5709,MP,Umaria,delta7,vaccinated2,28084
5710,MP,Umaria,meta,population,643579
5711,MP,Umaria,meta,tested,11/19/2020
5712,MP,Umaria,total,confirmed,6294
5713,MP,Umaria,total,deceased,63
5714,MP,Umaria,total,recovered,6224
5715,MP,Umaria,total,tested,54811
5716,MP,Umaria,total,vaccinated1,455492
5717,MP,Umaria,total,vaccinated2,196492
5718,MP,Unknown,delta,recovered,8
5719,MP,Unknown,delta7,deceased,1
5720,MP,Unknown,delta7,recovered,74
5721,MP,Unknown,total,confirmed,1416
5722,MP,Unknown,total,deceased,1493
5723,MP,Unknown,total,recovered,1632
5724,MP,Vidisha,delta,vaccinated1,11
5725,MP,Vidisha,delta,vaccinated2,253
5726,MP,Vidisha,delta21_14,confirmed,1
5727,MP,Vidisha,delta7,vaccinated1,1222
5728,MP,Vidisha,delta7,vaccinated2,26130
5729,MP,Vidisha,meta,population,1458212
5730,MP,Vidisha,meta,tested,12/4/2020
5731,MP,Vidisha,total,confirmed,11922
5732,MP,Vidisha,total,deceased,237
5733,MP,Vidisha,total,recovered,11677
5734,MP,Vidisha,total,tested,65935
5735,MP,Vidisha,total,vaccinated1,975291
5736,MP,Vidisha,total,vaccinated2,349024
5737,MZ,Aizawl,delta,confirmed,361
5738,MZ,Aizawl,delta,deceased,1
5739,MZ,Aizawl,delta,recovered,365
5740,MZ,Aizawl,delta21_14,confirmed,3869
5741,MZ,Aizawl,delta7,confirmed,1996
5742,MZ,Aizawl,delta7,deceased,6
5743,MZ,Aizawl,delta7,recovered,3014
5744,MZ,Aizawl,delta7,vaccinated1,443
5745,MZ,Aizawl,delta7,vaccinated2,3740
5746,MZ,Aizawl,meta,population,404054
5747,MZ,Aizawl,total,confirmed,75111
5748,MZ,Aizawl,total,deceased,300
5749,MZ,Aizawl,total,recovered,71337
5750,MZ,Aizawl,total,vaccinated1,315706
5751,MZ,Aizawl,total,vaccinated2,239593
5752,MZ,Champhai,delta,confirmed,33
5753,MZ,Champhai,delta,recovered,40
5754,MZ,Champhai,delta21_14,confirmed,407
5755,MZ,Champhai,delta7,confirmed,299
5756,MZ,Champhai,delta7,deceased,3
5757,MZ,Champhai,delta7,recovered,319
5758,MZ,Champhai,delta7,vaccinated1,344
5759,MZ,Champhai,delta7,vaccinated2,572
5760,MZ,Champhai,meta,population,125370
5761,MZ,Champhai,total,confirmed,5188
5762,MZ,Champhai,total,deceased,11
5763,MZ,Champhai,total,recovered,4745
5764,MZ,Champhai,total,vaccinated1,74122
5765,MZ,Champhai,total,vaccinated2,55251
5766,MZ,Hnahthial,delta,confirmed,1
5767,MZ,Hnahthial,delta,recovered,29
5768,MZ,Hnahthial,delta21_14,confirmed,136
5769,MZ,Hnahthial,delta7,confirmed,143
5770,MZ,Hnahthial,delta7,recovered,185
5771,MZ,Hnahthial,total,confirmed,1020
5772,MZ,Hnahthial,total,deceased,3
5773,MZ,Hnahthial,total,recovered,857
5774,MZ,Khawzawl,delta,confirmed,2
5775,MZ,Khawzawl,delta21_14,confirmed,33
5776,MZ,Khawzawl,delta7,confirmed,42
5777,MZ,Khawzawl,delta7,recovered,26
5778,MZ,Khawzawl,total,confirmed,733
5779,MZ,Khawzawl,total,recovered,688
5780,MZ,Kolasib,delta,confirmed,10
5781,MZ,Kolasib,delta,recovered,2
5782,MZ,Kolasib,delta21_14,confirmed,165
5783,MZ,Kolasib,delta7,confirmed,94
5784,MZ,Kolasib,delta7,recovered,154
5785,MZ,Kolasib,delta7,vaccinated1,153
5786,MZ,Kolasib,delta7,vaccinated2,738
5787,MZ,Kolasib,meta,population,83054
5788,MZ,Kolasib,total,confirmed,7721
5789,MZ,Kolasib,total,deceased,30
5790,MZ,Kolasib,total,recovered,7561
5791,MZ,Kolasib,total,vaccinated1,50525
5792,MZ,Kolasib,total,vaccinated2,33101
5793,MZ,Lawngtlai,delta,confirmed,14
5794,MZ,Lawngtlai,delta,recovered,13
5795,MZ,Lawngtlai,delta,vaccinated1,129
5796,MZ,Lawngtlai,delta21_14,confirmed,274
5797,MZ,Lawngtlai,delta7,confirmed,98
5798,MZ,Lawngtlai,delta7,deceased,1
5799,MZ,Lawngtlai,delta7,recovered,245
5800,MZ,Lawngtlai,delta7,vaccinated1,2765
5801,MZ,Lawngtlai,delta7,vaccinated2,1838
5802,MZ,Lawngtlai,meta,population,117444
5803,MZ,Lawngtlai,total,confirmed,6740
5804,MZ,Lawngtlai,total,deceased,23
5805,MZ,Lawngtlai,total,recovered,6553
5806,MZ,Lawngtlai,total,vaccinated1,55877
5807,MZ,Lawngtlai,total,vaccinated2,25870
5808,MZ,Lunglei,delta,confirmed,71
5809,MZ,Lunglei,delta,recovered,36
5810,MZ,Lunglei,delta21_14,confirmed,642
5811,MZ,Lunglei,delta7,confirmed,662
5812,MZ,Lunglei,delta7,deceased,1
5813,MZ,Lunglei,delta7,recovered,507
5814,MZ,Lunglei,delta7,vaccinated1,263
5815,MZ,Lunglei,delta7,vaccinated2,1493
5816,MZ,Lunglei,meta,population,154094
5817,MZ,Lunglei,total,confirmed,9842
5818,MZ,Lunglei,total,deceased,27
5819,MZ,Lunglei,total,recovered,9053
5820,MZ,Lunglei,total,vaccinated1,95129
5821,MZ,Lunglei,total,vaccinated2,73298
5822,MZ,Mamit,delta,confirmed,19
5823,MZ,Mamit,delta21_14,confirmed,308
5824,MZ,Mamit,delta7,confirmed,241
5825,MZ,Mamit,delta7,deceased,5
5826,MZ,Mamit,delta7,recovered,265
5827,MZ,Mamit,delta7,vaccinated1,228
