,State,Districts,Type,Operation,Count
5828,MZ,Mamit,delta7,vaccinated2,1322
5829,MZ,Mamit,meta,population,85757
5830,MZ,Mamit,total,confirmed,4854
5831,MZ,Mamit,total,deceased,12
5832,MZ,Mamit,total,recovered,4448
5833,MZ,Mamit,total,vaccinated1,43678
5834,MZ,Mamit,total,vaccinated2,28873
5835,MZ,Saiha,delta,deceased,1
5836,MZ,Saiha,delta,recovered,37
5837,MZ,Saiha,delta,vaccinated2,39
5838,MZ,Saiha,delta21_14,confirmed,420
5839,MZ,Saiha,delta7,confirmed,107
5840,MZ,Saiha,delta7,deceased,5
5841,MZ,Saiha,delta7,recovered,345
5842,MZ,Saiha,delta7,vaccinated1,68
5843,MZ,Saiha,delta7,vaccinated2,1116
5844,MZ,Saiha,meta,population,56366
5845,MZ,Saiha,total,confirmed,5469
5846,MZ,Saiha,total,deceased,14
5847,MZ,Saiha,total,recovered,5304
5848,MZ,Saiha,total,vaccinated1,34626
5849,MZ,Saiha,total,vaccinated2,19984
5850,MZ,Saitual,delta,confirmed,3
5851,MZ,Saitual,delta,recovered,21
5852,MZ,Saitual,delta21_14,confirmed,28
5853,MZ,Saitual,delta7,confirmed,30
5854,MZ,Saitual,delta7,recovered,53
5855,MZ,Saitual,total,confirmed,471
5856,MZ,Saitual,total,deceased,2
5857,MZ,Saitual,total,recovered,420
5858,MZ,Serchhip,delta,confirmed,65
5859,MZ,Serchhip,delta,recovered,67
5860,MZ,Serchhip,delta21_14,confirmed,488
5861,MZ,Serchhip,delta7,confirmed,386
5862,MZ,Serchhip,delta7,recovered,572
5863,MZ,Serchhip,delta7,vaccinated1,36
5864,MZ,Serchhip,delta7,vaccinated2,431
5865,MZ,Serchhip,meta,population,64875
5866,MZ,Serchhip,total,confirmed,4210
5867,MZ,Serchhip,total,deceased,10
5868,MZ,Serchhip,total,recovered,3646
5869,MZ,Serchhip,total,vaccinated1,41932
5870,MZ,Serchhip,total,vaccinated2,36047
5871,NL,Dimapur,delta,confirmed,3
5872,NL,Dimapur,delta,deceased,1
5873,NL,Dimapur,delta,recovered,13
5874,NL,Dimapur,delta,vaccinated1,-1
5875,NL,Dimapur,delta,vaccinated2,2
5876,NL,Dimapur,delta21_14,confirmed,74
5877,NL,Dimapur,delta7,confirmed,68
5878,NL,Dimapur,delta7,deceased,2
5879,NL,Dimapur,delta7,other,10
5880,NL,Dimapur,delta7,recovered,73
5881,NL,Dimapur,delta7,vaccinated1,2827
5882,NL,Dimapur,delta7,vaccinated2,12731
5883,NL,Dimapur,meta,population,379769
5884,NL,Dimapur,meta,tested,12/11/2020
5885,NL,Dimapur,total,confirmed,14684
5886,NL,Dimapur,total,deceased,421
5887,NL,Dimapur,total,other,689
5888,NL,Dimapur,total,recovered,13471
5889,NL,Dimapur,total,tested,47020
5890,NL,Dimapur,total,vaccinated1,268405
5891,NL,Dimapur,total,vaccinated2,175502
5892,NL,Kiphire,delta,vaccinated1,61
5893,NL,Kiphire,delta,vaccinated2,124
5894,NL,Kiphire,delta7,confirmed,2
5895,NL,Kiphire,delta7,recovered,1
5896,NL,Kiphire,delta7,vaccinated1,116
5897,NL,Kiphire,delta7,vaccinated2,357
5898,NL,Kiphire,meta,population,74033
5899,NL,Kiphire,meta,tested,12/11/2020
5900,NL,Kiphire,total,confirmed,258
5901,NL,Kiphire,total,deceased,9
5902,NL,Kiphire,total,other,1
5903,NL,Kiphire,total,recovered,246
5904,NL,Kiphire,total,tested,1002
5905,NL,Kiphire,total,vaccinated1,13017
5906,NL,Kiphire,total,vaccinated2,8141
5907,NL,Kohima,delta,confirmed,4
5908,NL,Kohima,delta,other,1
5909,NL,Kohima,delta21_14,confirmed,33
5910,NL,Kohima,delta7,confirmed,23
5911,NL,Kohima,delta7,other,2
5912,NL,Kohima,delta7,recovered,24
5913,NL,Kohima,delta7,vaccinated1,509
5914,NL,Kohima,delta7,vaccinated2,3038
5915,NL,Kohima,meta,population,270063
5916,NL,Kohima,meta,tested,12/11/2020
5917,NL,Kohima,total,confirmed,9461
5918,NL,Kohima,total,deceased,123
5919,NL,Kohima,total,other,202
5920,NL,Kohima,total,recovered,9095
5921,NL,Kohima,total,tested,33986
5922,NL,Kohima,total,vaccinated1,105758
5923,NL,Kohima,total,vaccinated2,82602
5924,NL,Longleng,delta21_14,confirmed,8
5925,NL,Longleng,delta7,recovered,7
5926,NL,Longleng,delta7,vaccinated1,26
5927,NL,Longleng,delta7,vaccinated2,181
5928,NL,Longleng,meta,population,50593
5929,NL,Longleng,meta,tested,12/11/2020
5930,NL,Longleng,total,confirmed,307
5931,NL,Longleng,total,deceased,2
5932,NL,Longleng,total,other,18
5933,NL,Longleng,total,recovered,286
5934,NL,Longleng,total,tested,1193
5935,NL,Longleng,total,vaccinated1,20577
5936,NL,Longleng,total,vaccinated2,15446
5937,NL,Mokokchung,delta,confirmed,3
5938,NL,Mokokchung,delta,recovered,2
5939,NL,Mokokchung,delta21_14,confirmed,7
5940,NL,Mokokchung,delta7,confirmed,23
5941,NL,Mokokchung,delta7,deceased,2
5942,NL,Mokokchung,delta7,recovered,5
5943,NL,Mokokchung,delta7,vaccinated1,146
5944,NL,Mokokchung,delta7,vaccinated2,2026
5945,NL,Mokokchung,meta,population,193171
5946,NL,Mokokchung,meta,tested,12/11/2020
5947,NL,Mokokchung,total,confirmed,2333
5948,NL,Mokokchung,total,deceased,54
5949,NL,Mokokchung,total,other,62
5950,NL,Mokokchung,total,recovered,2186
5951,NL,Mokokchung,total,tested,3976
5952,NL,Mokokchung,total,vaccinated1,69198
5953,NL,Mokokchung,total,vaccinated2,54730
5954,NL,Mon,delta,vaccinated1,20
5955,NL,Mon,delta,vaccinated2,28
5956,NL,Mon,delta7,confirmed,1
5957,NL,Mon,delta7,vaccinated1,243
5958,NL,Mon,delta7,vaccinated2,1864
5959,NL,Mon,meta,population,259604
5960,NL,Mon,meta,tested,12/11/2020
5961,NL,Mon,total,confirmed,1159
5962,NL,Mon,total,deceased,14
5963,NL,Mon,total,other,17
5964,NL,Mon,total,recovered,1124
5965,NL,Mon,total,tested,12278
5966,NL,Mon,total,vaccinated1,70054
5967,NL,Mon,total,vaccinated2,48331
5968,NL,Peren,delta,vaccinated1,1
5969,NL,Peren,delta,vaccinated2,29
5970,NL,Peren,delta21_14,confirmed,5
5971,NL,Peren,delta7,confirmed,1
5972,NL,Peren,delta7,recovered,1
5973,NL,Peren,delta7,vaccinated1,189
5974,NL,Peren,delta7,vaccinated2,613
5975,NL,Peren,meta,population,163294
5976,NL,Peren,meta,tested,12/11/2020
5977,NL,Peren,total,confirmed,920
5978,NL,Peren,total,deceased,6
5979,NL,Peren,total,other,15
5980,NL,Peren,total,recovered,897
5981,NL,Peren,total,tested,5717
5982,NL,Peren,total,vaccinated1,19956
5983,NL,Peren,total,vaccinated2,12514
5984,NL,Phek,delta,vaccinated1,21
5985,NL,Phek,delta,vaccinated2,168
5986,NL,Phek,delta21_14,confirmed,5
5987,NL,Phek,delta7,confirmed,4
5988,NL,Phek,delta7,other,1
5989,NL,Phek,delta7,recovered,1
5990,NL,Phek,delta7,vaccinated1,99
5991,NL,Phek,delta7,vaccinated2,496
5992,NL,Phek,meta,population,163294
5993,NL,Phek,meta,tested,12/11/2020
5994,NL,Phek,total,confirmed,601
5995,NL,Phek,total,deceased,18
5996,NL,Phek,total,other,9
5997,NL,Phek,total,recovered,568
5998,NL,Phek,total,tested,2779
5999,NL,Phek,total,vaccinated1,31241
6000,NL,Phek,total,vaccinated2,20746
6001,NL,Tuensang,delta,confirmed,1
6002,NL,Tuensang,delta,recovered,6
6003,NL,Tuensang,delta,vaccinated1,41
6004,NL,Tuensang,delta,vaccinated2,122
6005,NL,Tuensang,delta21_14,confirmed,28
6006,NL,Tuensang,delta7,confirmed,2
6007,NL,Tuensang,delta7,deceased,1
6008,NL,Tuensang,delta7,recovered,28
6009,NL,Tuensang,delta7,vaccinated1,106
6010,NL,Tuensang,delta7,vaccinated2,525
6011,NL,Tuensang,meta,population,414801
6012,NL,Tuensang,meta,tested,12/11/2020
6013,NL,Tuensang,total,confirmed,1094
6014,NL,Tuensang,total,deceased,12
6015,NL,Tuensang,total,other,3
6016,NL,Tuensang,total,recovered,1077
6017,NL,Tuensang,total,tested,4887
6018,NL,Tuensang,total,vaccinated1,38130
6019,NL,Tuensang,total,vaccinated2,26725
6020,NL,Wokha,delta,vaccinated1,11
6021,NL,Wokha,delta,vaccinated2,232
6022,NL,Wokha,delta21_14,confirmed,2
6023,NL,Wokha,delta7,confirmed,6
6024,NL,Wokha,delta7,recovered,4
6025,NL,Wokha,delta7,vaccinated1,122
6026,NL,Wokha,delta7,vaccinated2,1074
6027,NL,Wokha,meta,population,166239
6028,NL,Wokha,meta,tested,12/11/2020
6029,NL,Wokha,total,confirmed,402
6030,NL,Wokha,total,deceased,11
6031,NL,Wokha,total,other,16
6032,NL,Wokha,total,recovered,361
6033,NL,Wokha,total,tested,1390
6034,NL,Wokha,total,vaccinated1,35138
6035,NL,Wokha,total,vaccinated2,23577
6036,NL,Zunheboto,delta,vaccinated1,36
6037,NL,Zunheboto,delta,vaccinated2,106
6038,NL,Zunheboto,delta7,deceased,1
6039,NL,Zunheboto,delta7,vaccinated1,331
6040,NL,Zunheboto,delta7,vaccinated2,807
6041,NL,Zunheboto,meta,population,141014
6042,NL,Zunheboto,meta,tested,12/11/2020
6043,NL,Zunheboto,total,confirmed,623
6044,NL,Zunheboto,total,deceased,15
6045,NL,Zunheboto,total,other,11
6046,NL,Zunheboto,total,recovered,593
6047,NL,Zunheboto,total,tested,2131
6048,NL,Zunheboto,total,vaccinated1,38077
6049,NL,Zunheboto,total,vaccinated2,22337
6050,OR,Angul,delta,confirmed,1
6051,OR,Angul,delta,recovered,3
6052,OR,Angul,delta,vaccinated1,9
6053,OR,Angul,delta,vaccinated2,38
6054,OR,Angul,delta21_14,confirmed,18
6055,OR,Angul,delta7,confirmed,16
6056,OR,Angul,delta7,deceased,2
6057,OR,Angul,delta7,recovered,20
6058,OR,Angul,delta7,vaccinated1,21629
6059,OR,Angul,delta7,vaccinated2,23378
6060,OR,Angul,meta,population,1271703
6061,OR,Angul,meta,tested,1/27/2021
6062,OR,Angul,total,confirmed,43920
6063,OR,Angul,total,deceased,393
6064,OR,Angul,total,recovered,43506
6065,OR,Angul,total,tested,172873
6066,OR,Angul,total,vaccinated1,786278
6067,OR,Angul,total,vaccinated2,291800
6068,OR,Balangir,delta21_14,confirmed,17
6069,OR,Balangir,delta7,confirmed,4
6070,OR,Balangir,delta7,recovered,15
6071,OR,Balangir,delta7,vaccinated1,20119
6072,OR,Balangir,delta7,vaccinated2,39059
6073,OR,Balangir,meta,population,1648574
6074,OR,Balangir,meta,tested,10/11/2020
6075,OR,Balangir,total,confirmed,23397
6076,OR,Balangir,total,deceased,126
6077,OR,Balangir,total,recovered,23257
6078,OR,Balangir,total,tested,87867
6079,OR,Balangir,total,vaccinated1,960786
6080,OR,Balangir,total,vaccinated2,299153
6081,OR,Balasore,delta,confirmed,5
6082,OR,Balasore,delta,recovered,14
6083,OR,Balasore,delta,vaccinated1,929
6084,OR,Balasore,delta,vaccinated2,519
6085,OR,Balasore,delta21_14,confirmed,94
6086,OR,Balasore,delta7,confirmed,67
6087,OR,Balasore,delta7,deceased,1
6088,OR,Balasore,delta7,recovered,80
6089,OR,Balasore,delta7,vaccinated1,78274
6090,OR,Balasore,delta7,vaccinated2,35314
6091,OR,Balasore,meta,population,2317419
6092,OR,Balasore,meta,tested,5/17/2020
6093,OR,Balasore,total,confirmed,40787
6094,OR,Balasore,total,deceased,299
6095,OR,Balasore,total,recovered,40389
6096,OR,Balasore,total,tested,9843
6097,OR,Balasore,total,vaccinated1,1351099
6098,OR,Balasore,total,vaccinated2,534318
6099,OR,Bargarh,delta,recovered,1
6100,OR,Bargarh,delta,vaccinated1,169
6101,OR,Bargarh,delta,vaccinated2,30
6102,OR,Bargarh,delta21_14,confirmed,18
6103,OR,Bargarh,delta7,confirmed,18
6104,OR,Bargarh,delta7,recovered,16
6105,OR,Bargarh,delta7,vaccinated1,52192
6106,OR,Bargarh,delta7,vaccinated2,32028
6107,OR,Bargarh,meta,population,1478833
6108,OR,Bargarh,total,confirmed,31126
6109,OR,Bargarh,total,deceased,335
6110,OR,Bargarh,total,recovered,30762
6111,OR,Bargarh,total,vaccinated1,829092
6112,OR,Bargarh,total,vaccinated2,283966
6113,OR,Bhadrak,delta,confirmed,3
6114,OR,Bhadrak,delta,recovered,7
6115,OR,Bhadrak,delta,vaccinated2,17
6116,OR,Bhadrak,delta21_14,confirmed,32
6117,OR,Bhadrak,delta7,confirmed,44
6118,OR,Bhadrak,delta7,deceased,1
6119,OR,Bhadrak,delta7,recovered,39
6120,OR,Bhadrak,delta7,vaccinated1,14511
6121,OR,Bhadrak,delta7,vaccinated2,38206
6122,OR,Bhadrak,meta,population,1506522
6123,OR,Bhadrak,meta,tested,1/31/2021
6124,OR,Bhadrak,total,confirmed,26480
6125,OR,Bhadrak,total,deceased,150
6126,OR,Bhadrak,total,recovered,26260
6127,OR,Bhadrak,total,tested,258173
6128,OR,Bhadrak,total,vaccinated1,1026493
6129,OR,Bhadrak,total,vaccinated2,367945
6130,OR,Boudh,delta,vaccinated1,496
6131,OR,Boudh,delta,vaccinated2,1585
6132,OR,Boudh,delta21_14,confirmed,3
6133,OR,Boudh,delta7,recovered,4
6134,OR,Boudh,delta7,vaccinated1,7009
6135,OR,Boudh,delta7,vaccinated2,16754
6136,OR,Boudh,meta,population,439917
6137,OR,Boudh,meta,tested,5/17/2020
6138,OR,Boudh,total,confirmed,12634
6139,OR,Boudh,total,deceased,112
6140,OR,Boudh,total,recovered,12488
6141,OR,Boudh,total,tested,496
6142,OR,Boudh,total,vaccinated1,259325
6143,OR,Boudh,total,vaccinated2,92297
6144,OR,Cuttack,delta,confirmed,54
6145,OR,Cuttack,delta,recovered,29
6146,OR,Cuttack,delta,vaccinated1,2729
6147,OR,Cuttack,delta,vaccinated2,1129
6148,OR,Cuttack,delta21_14,confirmed,326
6149,OR,Cuttack,delta7,confirmed,277
6150,OR,Cuttack,delta7,deceased,1
6151,OR,Cuttack,delta7,recovered,304
6152,OR,Cuttack,delta7,vaccinated1,75381
6153,OR,Cuttack,delta7,vaccinated2,45717
6154,OR,Cuttack,meta,population,2618708
6155,OR,Cuttack,meta,tested,5/17/2020
6156,OR,Cuttack,total,confirmed,94631
6157,OR,Cuttack,total,deceased,857
6158,OR,Cuttack,total,recovered,93404
6159,OR,Cuttack,total,tested,5720
6160,OR,Cuttack,total,vaccinated1,1434524
6161,OR,Cuttack,total,vaccinated2,702278
6162,OR,Deogarh,delta,confirmed,2
6163,OR,Deogarh,delta,recovered,3
6164,OR,Deogarh,delta,vaccinated1,1
6165,OR,Deogarh,delta,vaccinated2,136
6166,OR,Deogarh,delta21_14,confirmed,4
6167,OR,Deogarh,delta7,confirmed,41
6168,OR,Deogarh,delta7,recovered,10
6169,OR,Deogarh,delta7,vaccinated1,1126
6170,OR,Deogarh,delta7,vaccinated2,4779
6171,OR,Deogarh,meta,population,312164
6172,OR,Deogarh,meta,tested,5/17/2020
6173,OR,Deogarh,total,confirmed,6553
6174,OR,Deogarh,total,deceased,50
6175,OR,Deogarh,total,recovered,6460
6176,OR,Deogarh,total,tested,682
6177,OR,Deogarh,total,vaccinated1,223405
6178,OR,Deogarh,total,vaccinated2,63727
6179,OR,Dhenkanal,delta,confirmed,5
6180,OR,Dhenkanal,delta,vaccinated1,92
6181,OR,Dhenkanal,delta,vaccinated2,104
6182,OR,Dhenkanal,delta21_14,confirmed,14
6183,OR,Dhenkanal,delta7,confirmed,25
6184,OR,Dhenkanal,delta7,recovered,16
6185,OR,Dhenkanal,delta7,vaccinated1,18302
6186,OR,Dhenkanal,delta7,vaccinated2,23327
6187,OR,Dhenkanal,meta,population,1192948
6188,OR,Dhenkanal,meta,tested,1/31/2021
6189,OR,Dhenkanal,total,confirmed,19871
6190,OR,Dhenkanal,total,deceased,243
6191,OR,Dhenkanal,total,recovered,19598
6192,OR,Dhenkanal,total,tested,179477
6193,OR,Dhenkanal,total,vaccinated1,738406
6194,OR,Dhenkanal,total,vaccinated2,282859
6195,OR,Gajapati,delta,confirmed,5
6196,OR,Gajapati,delta,vaccinated1,296
6197,OR,Gajapati,delta,vaccinated2,1193
6198,OR,Gajapati,delta21_14,confirmed,11
6199,OR,Gajapati,delta7,confirmed,15
6200,OR,Gajapati,delta7,recovered,11
6201,OR,Gajapati,delta7,vaccinated1,4770
6202,OR,Gajapati,delta7,vaccinated2,10942
6203,OR,Gajapati,meta,population,575880
6204,OR,Gajapati,meta,tested,5/17/2020
6205,OR,Gajapati,total,confirmed,9657
6206,OR,Gajapati,total,deceased,84
6207,OR,Gajapati,total,recovered,9555
6208,OR,Gajapati,total,tested,715
6209,OR,Gajapati,total,vaccinated1,288963
6210,OR,Gajapati,total,vaccinated2,115535
6211,OR,Ganjam,delta,confirmed,8
6212,OR,Ganjam,delta,recovered,2
6213,OR,Ganjam,delta,vaccinated1,438
6214,OR,Ganjam,delta,vaccinated2,1848
6215,OR,Ganjam,delta21_14,confirmed,25
6216,OR,Ganjam,delta7,confirmed,22
6217,OR,Ganjam,delta7,recovered,18
6218,OR,Ganjam,delta7,vaccinated1,27002
6219,OR,Ganjam,delta7,vaccinated2,112716
6220,OR,Ganjam,meta,population,3520151
6221,OR,Ganjam,meta,tested,1/31/2021
6222,OR,Ganjam,total,confirmed,33849
6223,OR,Ganjam,total,deceased,485
6224,OR,Ganjam,total,recovered,33342
6225,OR,Ganjam,total,tested,750442
6226,OR,Ganjam,total,vaccinated1,2214981
6227,OR,Ganjam,total,vaccinated2,1698328
6228,OR,Jagatsinghpur,delta,confirmed,9
6229,OR,Jagatsinghpur,delta,recovered,12
6230,OR,Jagatsinghpur,delta,vaccinated1,-2
6231,OR,Jagatsinghpur,delta,vaccinated2,2
6232,OR,Jagatsinghpur,delta21_14,confirmed,72
6233,OR,Jagatsinghpur,delta7,confirmed,76
6234,OR,Jagatsinghpur,delta7,deceased,1
6235,OR,Jagatsinghpur,delta7,recovered,78
6236,OR,Jagatsinghpur,delta7,vaccinated1,28276
6237,OR,Jagatsinghpur,delta7,vaccinated2,25051
6238,OR,Jagatsinghpur,meta,population,1136604
6239,OR,Jagatsinghpur,meta,tested,9/15/2020
6240,OR,Jagatsinghpur,total,confirmed,27920
6241,OR,Jagatsinghpur,total,deceased,316
6242,OR,Jagatsinghpur,total,recovered,27510
6243,OR,Jagatsinghpur,total,tested,46648
6244,OR,Jagatsinghpur,total,vaccinated1,677675
6245,OR,Jagatsinghpur,total,vaccinated2,272499
6246,OR,Jajpur,delta,confirmed,9
6247,OR,Jajpur,delta,recovered,8
6248,OR,Jajpur,delta,vaccinated1,2
6249,OR,Jajpur,delta,vaccinated2,9
6250,OR,Jajpur,delta21_14,confirmed,76
6251,OR,Jajpur,delta7,confirmed,75
6252,OR,Jajpur,delta7,recovered,73
6253,OR,Jajpur,delta7,vaccinated1,30726
6254,OR,Jajpur,delta7,vaccinated2,37471
6255,OR,Jajpur,meta,population,1826275
6256,OR,Jajpur,meta,tested,8/23/2020
6257,OR,Jajpur,total,confirmed,43735
6258,OR,Jajpur,total,deceased,172
6259,OR,Jajpur,total,recovered,43461
6260,OR,Jajpur,total,tested,53956
6261,OR,Jajpur,total,vaccinated1,1087735
6262,OR,Jajpur,total,vaccinated2,383313
6263,OR,Jharsuguda,delta,confirmed,3
6264,OR,Jharsuguda,delta21_14,confirmed,11
6265,OR,Jharsuguda,delta7,confirmed,13
6266,OR,Jharsuguda,delta7,recovered,10
6267,OR,Jharsuguda,delta7,vaccinated1,7187
6268,OR,Jharsuguda,delta7,vaccinated2,14725
6269,OR,Jharsuguda,meta,population,579499
6270,OR,Jharsuguda,meta,tested,5/17/2020
6271,OR,Jharsuguda,total,confirmed,23863
6272,OR,Jharsuguda,total,deceased,176
6273,OR,Jharsuguda,total,recovered,23673
6274,OR,Jharsuguda,total,tested,1663
6275,OR,Jharsuguda,total,vaccinated1,399523
6276,OR,Jharsuguda,total,vaccinated2,189682
6277,OR,Kalahandi,delta,confirmed,2
6278,OR,Kalahandi,delta,vaccinated1,1476
6279,OR,Kalahandi,delta,vaccinated2,537
6280,OR,Kalahandi,delta21_14,confirmed,5
6281,OR,Kalahandi,delta7,confirmed,15
6282,OR,Kalahandi,delta7,recovered,1
6283,OR,Kalahandi,delta7,vaccinated1,38214
6284,OR,Kalahandi,delta7,vaccinated2,26926
6285,OR,Kalahandi,meta,population,1573054
6286,OR,Kalahandi,meta,tested,5/17/2020
6287,OR,Kalahandi,total,confirmed,24314
6288,OR,Kalahandi,total,deceased,210
6289,OR,Kalahandi,total,recovered,24082
6290,OR,Kalahandi,total,tested,1458
6291,OR,Kalahandi,total,vaccinated1,921185
6292,OR,Kalahandi,total,vaccinated2,304778
6293,OR,Kandhamal,delta,vaccinated1,847
6294,OR,Kandhamal,delta,vaccinated2,529
6295,OR,Kandhamal,delta21_14,confirmed,2
6296,OR,Kandhamal,delta7,recovered,5
6297,OR,Kandhamal,delta7,vaccinated1,12881
6298,OR,Kandhamal,delta7,vaccinated2,12319
6299,OR,Kandhamal,meta,population,731952
6300,OR,Kandhamal,meta,tested,5/17/2020
6301,OR,Kandhamal,total,confirmed,11537
6302,OR,Kandhamal,total,deceased,83
6303,OR,Kandhamal,total,recovered,11453
6304,OR,Kandhamal,total,tested,1516
6305,OR,Kandhamal,total,vaccinated1,384009
6306,OR,Kandhamal,total,vaccinated2,150737
6307,OR,Kendrapara,delta,confirmed,8
6308,OR,Kendrapara,delta,recovered,8
6309,OR,Kendrapara,delta,vaccinated1,1452
6310,OR,Kendrapara,delta,vaccinated2,1179
6311,OR,Kendrapara,delta21_14,confirmed,88
6312,OR,Kendrapara,delta7,confirmed,62
6313,OR,Kendrapara,delta7,deceased,1
6314,OR,Kendrapara,delta7,recovered,52
6315,OR,Kendrapara,delta7,vaccinated1,28635
6316,OR,Kendrapara,delta7,vaccinated2,34297
6317,OR,Kendrapara,meta,population,1439891
6318,OR,Kendrapara,meta,tested,10/19/2020
6319,OR,Kendrapara,total,confirmed,24860
6320,OR,Kendrapara,total,deceased,252
6321,OR,Kendrapara,total,recovered,24545
6322,OR,Kendrapara,total,tested,382732
6323,OR,Kendrapara,total,vaccinated1,916169
6324,OR,Kendrapara,total,vaccinated2,347854
6325,OR,Kendujhar,delta,confirmed,1
6326,OR,Kendujhar,delta,recovered,2
6327,OR,Kendujhar,delta,vaccinated1,483
6328,OR,Kendujhar,delta,vaccinated2,613
6329,OR,Kendujhar,delta21_14,confirmed,20
6330,OR,Kendujhar,delta7,confirmed,4
6331,OR,Kendujhar,delta7,deceased,2
6332,OR,Kendujhar,delta7,recovered,3
6333,OR,Kendujhar,delta7,vaccinated1,25529
6334,OR,Kendujhar,delta7,vaccinated2,46488
6335,OR,Kendujhar,meta,population,1802777
6336,OR,Kendujhar,meta,tested,2/1/2021
6337,OR,Kendujhar,total,confirmed,20980
6338,OR,Kendujhar,total,deceased,175
6339,OR,Kendujhar,total,recovered,20798
6340,OR,Kendujhar,total,tested,474504
6341,OR,Kendujhar,total,vaccinated1,1087285
6342,OR,Kendujhar,total,vaccinated2,376311
6343,OR,Khordha,delta,confirmed,250
6344,OR,Khordha,delta,deceased,2
6345,OR,Khordha,delta,recovered,243
6346,OR,Khordha,delta,vaccinated1,568
6347,OR,Khordha,delta,vaccinated2,1482
6348,OR,Khordha,delta21_14,confirmed,1704
6349,OR,Khordha,delta7,confirmed,1492
6350,OR,Khordha,delta7,deceased,8
6351,OR,Khordha,delta7,recovered,1654
6352,OR,Khordha,delta7,vaccinated1,34733
6353,OR,Khordha,delta7,vaccinated2,49859
6354,OR,Khordha,meta,population,2246341
6355,OR,Khordha,total,confirmed,175335
6356,OR,Khordha,total,deceased,1552
6357,OR,Khordha,total,recovered,171938
6358,OR,Khordha,total,vaccinated1,2063646
6359,OR,Khordha,total,vaccinated2,1502538
6360,OR,Koraput,delta,confirmed,1
6361,OR,Koraput,delta,recovered,2
6362,OR,Koraput,delta,vaccinated1,935
6363,OR,Koraput,delta,vaccinated2,2024
6364,OR,Koraput,delta21_14,confirmed,23
6365,OR,Koraput,delta7,confirmed,11
6366,OR,Koraput,delta7,recovered,20
6367,OR,Koraput,delta7,vaccinated1,13011
6368,OR,Koraput,delta7,vaccinated2,35701
6369,OR,Koraput,meta,population,1376934
6370,OR,Koraput,meta,tested,5/17/2020
6371,OR,Koraput,total,confirmed,19137
6372,OR,Koraput,total,deceased,78
6373,OR,Koraput,total,recovered,19044
6374,OR,Koraput,total,tested,1401
6375,OR,Koraput,total,vaccinated1,860773
6376,OR,Koraput,total,vaccinated2,399063
